city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id,airports-3rddegree,airports-airblast1,airports-airblast5,airports-fireball,bases-3rddegree,bases-airblast1,bases-airblast5,bases-fireball,capitals-3rddegree,capitals-airblast1,capitals-airblast5,capitals-fireball,cities-3rddegree,cities-airblast1,cities-airblast5,cities-fireball,earthquakes10,earthquakes20,earthquakes50,earthquakes70,hurricanes-200-land,hurricanes-400-land,hurricanes-50-land,hurricanes-650-land,ports-3rddegree,ports-airblast1,ports-airblast5,ports-fireball,power-3rddegree,power-airblast1,power-airblast5,power-fireball,railyard-3rddegree,railyard-airblast1,railyard-airblast5,railyard-fireball,silo-3rddegree,silo-airblast1,silo-airblast5,silo-fireball,tornado10,tornado25,tornado40,tornado65,wildfires-1,wildfires-2,wildfires-3,wildfires-4
Justice,Justice,IL,Illinois,"17031",Cook,"41.7495","-87.8345","12836","12836","1745",polygon,True,America/Chicago,"60458","1840011253","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Lansing,Lansing,IL,Illinois,"17031",Cook,"41.5646","-87.5459","27962","27962","1447",polygon,True,America/Chicago,60438 60411,"1840011257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Lisle,Lisle,IL,Illinois,"17043",DuPage,"41.7922","-88.0883","22912","22912","1257",polygon,True,America/Chicago,"60532","1840011401","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Westmont,Westmont,IL,Illinois,"17043",DuPage,"41.7948","-87.9742","24756","24756","1912",polygon,True,America/Chicago,"60559","1840011414","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Melrose Park,Melrose Park,IL,Illinois,"17031",Cook,"41.9029","-87.8642","25197","25197","2295",polygon,True,America/Chicago,60160 60163 60161,"1840011296","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Plainfield,Plainfield,IL,Illinois,"17197",Will,"41.6203","-88.2261","43926","43926","695",polygon,True,America/Chicago,60544 60586 60585,"1840011495","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Joliet,Joliet,IL,Illinois,"17197",Will,"41.5193","-88.1501","148462","148462","898",polygon,True,America/Chicago,60421 60586 60432 60433 60431 60436 60435 60434,"1840008192","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Prospect Heights,Prospect Heights,IL,Illinois,"17031",Cook,"42.1039","-87.9267","16180","16180","1468",polygon,True,America/Chicago,"60070","1840009184","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Morton,Morton,IL,Illinois,"17179",Tazewell,"40.6137","-89.4668","16301","16301","482",polygon,True,America/Chicago,61550 61650,"1840011991","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Brookfield,Brookfield,IL,Illinois,"17031",Cook,"41.8245","-87.8470","18694","18694","2356",polygon,True,America/Chicago,"60513","1840010142","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Minooka,Minooka,IL,Illinois,"17063",Grundy,"41.4507","-88.2791","11307","11307","464",polygon,True,America/Chicago,"60447","1840011618","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Lindenhurst,Lindenhurst,IL,Illinois,"17097",Lake,"42.4175","-88.0258","14467","14467","1237",polygon,True,America/Chicago,"60046","1840011163","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Edwardsville,Edwardsville,IL,Illinois,"17119",Madison,"38.7924","-89.9876","24967","24967","486",polygon,True,America/Chicago,62025 62048 62026,"1840008564","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Glenview,Glenview,IL,Illinois,"17031",Cook,"42.0825","-87.8216","47659","47659","1312",polygon,True,America/Chicago,60025 60026,"1840011280","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Peru,Peru,IL,Illinois,"17099",LaSalle,"41.3490","-89.1368","30611.0","9834","401",polygon,True,America/Chicago,61329 61354,"1840009273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Vernon Hills,Vernon Hills,IL,Illinois,"17097",Lake,"42.2341","-87.9608","26253","26253","1318",polygon,True,America/Chicago,"60061","1840011181","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Streator,Streator,IL,Illinois,"17099",LaSalle,"41.1242","-88.8296","17050.0","13135","728",polygon,True,America/Chicago,"61364","1840009271","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Bloomingdale,Bloomingdale,IL,Illinois,"17043",DuPage,"41.9496","-88.0894","22016","22016","1255",polygon,True,America/Chicago,60108 60117,"1840011399","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Normal,Normal,IL,Illinois,"17113",McLean,"40.5220","-88.9877","54284","54284","1123",polygon,True,America/Chicago,61761 61790,"1840009401","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Collinsville,Collinsville,IL,Illinois,"17119",Madison,"38.6768","-90.0053","24703","24703","650",polygon,True,America/Chicago,"62234","1840007423","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Rolling Meadows,Rolling Meadows,IL,Illinois,"17031",Cook,"42.0747","-88.0253","23988","23988","1645",polygon,True,America/Chicago,60008 60067 60038,"1840009185","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Dolton,Dolton,IL,Illinois,"17031",Cook,"41.6284","-87.5979","22793","22793","1926",polygon,True,America/Chicago,"60419","1840011269","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Wood Dale,Wood Dale,IL,Illinois,"17043",DuPage,"41.9666","-87.9808","13798","13798","1128",polygon,True,America/Chicago,"60191","1840010167","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Danville,Danville,IL,Illinois,"17183",Vermilion,"40.1423","-87.6114","48518.0","31424","674",polygon,True,America/Chicago,61834 61832,"1840007235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Gurnee,Gurnee,IL,Illinois,"17097",Lake,"42.3708","-87.9392","30767","30767","880",polygon,True,America/Chicago,"60031","1840011152","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Antioch,Antioch,IL,Illinois,"17097",Lake,"42.4744","-88.0720","14235","14235","680",polygon,True,America/Chicago,"60002","1840010115","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Summit,Summit,IL,Illinois,"17031",Cook,"41.7877","-87.8145","11278","11278","2055",polygon,True,America/Chicago,"60501","1840011329","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Lake Zurich,Lake Zurich,IL,Illinois,"17097",Lake,"42.1955","-88.0870","19903","19903","1124",polygon,True,America/Chicago,"60047","1840011160","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Orland Park,Orland Park,IL,Illinois,"17031",Cook,"41.6075","-87.8619","58765","58765","1031",polygon,True,America/Chicago,60467 60462,"1840011310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Bellwood,Bellwood,IL,Illinois,"17031",Cook,"41.8829","-87.8762","19019","19019","3061",polygon,True,America/Chicago,"60104","1840011248","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Elmhurst,Elmhurst,IL,Illinois,"17043",DuPage,"41.8973","-87.9432","46662","46662","1755",polygon,True,America/Chicago,"60126","1840008142","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Forest Park,Forest Park,IL,Illinois,"17031",Cook,"41.8683","-87.8157","13951","13951","2242",polygon,True,America/Chicago,"60130","1840011276","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Bourbonnais,Bourbonnais,IL,Illinois,"17091",Kankakee,"41.1831","-87.8781","18420","18420","751",polygon,True,America/Chicago,"60914","1840011692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Round Lake,Round Lake,IL,Illinois,"17097",Lake,"42.3437","-88.1056","18444","18444","1301",polygon,True,America/Chicago,"60073","1840011170","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Alsip,Alsip,IL,Illinois,"17031",Cook,"41.6701","-87.7368","19079","19079","1128",polygon,True,America/Chicago,"60803","1840010147","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Streamwood,Streamwood,IL,Illinois,"17031",Cook,"42.0209","-88.1778","39978","39978","1982",polygon,True,America/Chicago,"60107","1840011328","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Warrenville,Warrenville,IL,Illinois,"17043",DuPage,"41.8210","-88.1856","13269","13269","942",polygon,True,America/Chicago,60555 60563,"1840010164","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Plano,Plano,IL,Illinois,"17093",Kendall,"41.6757","-88.5294","11588","11588","498",polygon,True,America/Chicago,"60545","1840009258","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Yorkville,Yorkville,IL,Illinois,"17093",Kendall,"41.6563","-88.4508","19388","19388","374",polygon,True,America/Chicago,60560 60512,"1840010216","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Sterling,Sterling,IL,Illinois,"17195",Whiteside,"41.7997","-89.6952","27695.0","14766","976",polygon,True,America/Chicago,"61081","1840009200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Lombard,Lombard,IL,Illinois,"17043",DuPage,"41.8740","-88.0158","43745","43745","1649",polygon,True,America/Chicago,"60148","1840011402","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Troy,Troy,IL,Illinois,"17119",Madison,"38.7270","-89.8968","10176","10176","742",polygon,True,America/Chicago,"62294","1840010709","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
East Saint Louis,East Saint Louis,IL,Illinois,"17163",St. Clair,"38.6155","-90.1304","26662","26662","739",polygon,True,America/Chicago,62207 62205 62204 62203 62201 62202,"1840008629","0","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","0"
Swansea,Swansea,IL,Illinois,"17163",St. Clair,"38.5507","-89.9859","13518","13518","809",polygon,True,America/Chicago,"62226","1840012880","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
Bridgeview,Bridgeview,IL,Illinois,"17031",Cook,"41.7402","-87.8067","16335","16335","1520",polygon,True,America/Chicago,60455 60454,"1840010140","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Palos Hills,Palos Hills,IL,Illinois,"17031",Cook,"41.6986","-87.8266","17358","17358","1578",polygon,True,America/Chicago,"60465","1840009182","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Moline,Moline,IL,Illinois,"17161",Rock Island,"41.4820","-90.4919","42231","42231","973",polygon,True,America/Chicago,61265 61266,"1840008181","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Carbondale,Carbondale,IL,Illinois,"17077",Jackson,"37.7220","-89.2238","67807.0","25899","578",polygon,True,America/Chicago,62901 62903,"1840007560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Bartlett,Bartlett,IL,Illinois,"17031",Cook,"41.9804","-88.2071","41149","41149","1013",polygon,True,America/Chicago,"60103","1840011246","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
West Chicago,West Chicago,IL,Illinois,"17043",DuPage,"41.8958","-88.2252","27182","27182","692",polygon,True,America/Chicago,60185 60186,"1840010165","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Rantoul,Rantoul,IL,Illinois,"17019",Champaign,"40.3031","-88.1549","13884.0","12769","580",polygon,True,America/Chicago,"61866","1840012227","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Springfield,Springfield,IL,Illinois,"17167",Sangamon,"39.7712","-89.6539","159394.0","114868","736",polygon,True,America/Chicago,62711 62712 62702 62703 62701 62707 62704 62705 62706 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62764 62765 62766 62767 62769 62776 62777 62781 62786 62796,"1840009517","0","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Saint Charles,Saint Charles,IL,Illinois,"17089",Kane,"41.9193","-88.3110","32714","32714","861",polygon,True,America/Chicago,60175 60174,"1840009190","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Roscoe,Roscoe,IL,Illinois,"17201",Winnebago,"42.4253","-89.0084","10505","10505","393",polygon,True,America/Chicago,"61073","1840011122","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Pekin,Pekin,IL,Illinois,"17179",Tazewell,"40.5677","-89.6263","32731","32731","864",polygon,True,America/Chicago,61554 61555 61558,"1840009402","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
